order_id,is_callcenter
1350922,0.0034458067501838903
1354989,0.003950959224080159
1352637,0.5859556481715386
1350050,0.9838157948478851
1341733,0.18119793298149203
1353765,0.0028463141657133558
1351627,0.0009189521409577808
1350427,0.9603838192150331
1351271,0.9726212406083216
1350854,0.9840250543816159
1351841,0.027878956205674908
1354632,0.010176196137778568
1351764,0.004348079811716613
1351668,0.01059294601145383
1356067,0.0021297371419482843
1350493,0.9878959564066243
1356277,0.9934218914302155
1351542,0.40433016190689863
1354683,0.005340332119374712
1349270,0.01808643164897498
1351002,0.9959620597792301
1350330,0.9585945814417481
1353295,0.00442481993497732
1353880,0.0034621837081286297
1352418,0.0053645238991692976
1352653,0.003558803270096392
1350287,0.001858913446754684
1350204,0.013499236425810855
1350987,0.004025030450772472
1353085,0.021603542523446304
1353467,0.00321507715445077
1355018,0.9978948943105358
1352317,0.0022825203957835567
1351329,0.7034413586949042
1351741,0.9953261282174336
1340826,0.6026489319119871
1341726,0.03458535490242873
1350613,0.9837161452057441
1355328,0.0025208397277182272
1340893,0.002462793812193329
1356006,0.029326312443059173
1351621,0.009466814157461553
1350977,0.991011416752936
1341117,0.0016585842283244779
1355247,0.004488427368464198
1356098,0.31682200771986224
1349681,0.008282772970879756
1355162,0.010185839182412
1353009,0.032161829054788926
1350752,0.9708850224433571
1353853,0.0020892784901863242
1353159,0.00911952599476195
1355251,0.9950082216009345
1356224,0.003328357468441625
1353262,0.2572672118302645
1354938,0.002112834507010133
1354872,0.5204714994142915
1341694,0.038503529190593695
1352818,0.04393663307268498
1352316,0.3545219698881792
1350198,0.9649595095572332
1341379,0.9909880652393552
1350318,0.008111026465528299
1351085,0.17821543662706746
1355082,0.0008860533310581871
1341144,0.9931590393170412
1350364,0.04038829582330265
1350395,0.0355728133681971
1350208,0.002288687832022297
1350258,0.9944151398096926
1352427,0.9945565913537168
1356135,0.9866299228072802
1356166,0.3604860952754877
1354831,0.0031662466986026034
1354789,0.32536683621734314
1355235,0.07338906202244462
1355339,0.0018107504902322611
1355357,0.10280471830318118
1341089,0.02722871266470231
1342614,0.41916912916846566
1350786,0.006754975042506286
1352656,0.4372558583219631
1356045,0.005724396504300172
1356242,0.008560879769415573
1342167,0.002619369240210731
1340982,0.9972902951405146
1351041,0.0019252296014024156
1353871,0.04404748348760227
1340800,0.008016418903825184
1341001,0.005043377964720061
1341200,0.5711935211177565
1341373,0.0064101913159499545
1341305,0.0039082368319152605
1354519,0.996877838767989
1354564,0.9662366467480545
1354674,0.0014458139432300342
1351400,0.0072558404387082194
1351178,0.011017039569448977
1355967,0.30336515285183024
1355154,0.9899329789072614
1350405,0.00478008963587272
1355930,0.5414266573201119
1351441,0.007761892076715252
1349808,0.004227885869424061
1356314,0.004923596052181936
1351129,0.3273428296676906
1341153,0.2953782619012958
1353813,0.009646523033859785
1350475,0.9965688633855505
1356321,0.008973636601508987
1354440,0.0025652719468089854
1351778,0.03280326187198815
1342230,0.9660176316631781
1351037,0.002005092199944189
1342220,0.005010814133363455
1358930,0.004297047239944511
1356561,0.035725382312810645
1356569,0.003962837658281546
1340898,0.9784557406122876
1352672,0.0015380339585888067
1351657,0.04472306319149641
1342364,0.0027569472115578095
1354834,0.9911607134683103
1350711,0.47981885029765825
1351855,0.001667993605618395
1351571,0.999054905761757
1352336,0.007926704454784791
1353219,0.9941406898292844
1352547,0.18198117154989488
1353837,0.30675262742326015
1342258,0.9952777023916374
1342690,0.9853107503249471
1342648,0.984478373224482
1356497,0.2915631634165665
1358554,0.0048719763754601075
1363568,0.6559800873090282
1358232,0.35377551516025596
1357250,0.5904745396200448
1363486,0.26264953313402084
1364315,0.7110624259711344
1357129,0.008792735657910562
1358422,0.4515937646734271
1360783,0.0023823387534590164
1342348,0.876634854189068
1340804,0.0523836349051362
1342216,0.004915838016850299
1349787,0.0031056806437673072
1349986,0.4197228302243697
1353990,0.7392607577755098
1349895,0.005620739038867402
1349909,0.0016314079026539937
1341592,0.0034525828855280372
1342263,0.0023524435926041993
